article_id,topic,word_count,sentiment_score,source_credibility,num_exclamations,has_author,capital_word_ratio,share_count,label
1340,Health,389.0,-0.468,,0.0,1.0,0.078,1437.0,Real
1341,Entertainment,267.0,0.743,3.44,6.0,0.0,0.275,1270.0,Fake
1342,Sports,647.0,-0.249,6.87,1.0,0.0,,341.0,Real
1343,Politics,591.0,-0.339,3.99,3.0,0.0,0.138,,Fake
1344,Health,429.0,-0.156,7.9,1.0,1.0,0.09,321.0,Real
1345,Entertainment,529.0,0.137,7.52,0.0,1.0,,377.0,Real
1346,Technology,612.0,0.132,6.6,0.0,1.0,0.02,32.0,Real
1347,Politics,437.0,0.212,9.67,1.0,1.0,0.099,184.0,Real
1348,Politics,331.0,0.958,5.45,3.0,1.0,0.326,1825.0,Fake
1349,Politics,283.0,-0.198,2.68,2.0,0.0,0.326,4480.0,Fake
1350,Entertainment,597.0,-0.179,6.48,4.0,1.0,0.072,,Real
1351,Health,,-0.727,3.91,1.0,0.0,0.331,2823.0,Fake
1352,Technology,671.0,0.467,7.22,2.0,1.0,0.104,609.0,Real
1353,Technology,618.0,0.485,8.82,3.0,1.0,0.0,113.0,Real
1354,Sports,677.0,0.027,8.99,1.0,0.0,0.065,774.0,Real
1355,Technology,510.0,0.075,3.31,3.0,1.0,0.31,242.0,Fake
1356,Entertainment,274.0,0.286,3.65,3.0,0.0,,1758.0,Fake
1357,Politics,236.0,-0.361,3.17,4.0,0.0,0.332,4419.0,Fake
1358,Entertainment,605.0,0.37,8.43,,1.0,0.025,184.0,Real
1359,,622.0,-0.433,7.08,1.0,1.0,0.087,,Real
1360,Politics,297.0,0.284,3.38,5.0,0.0,0.298,2049.0,Fake
1361,Economy,241.0,-0.248,6.73,1.0,0.0,0.026,1461.0,Real
1362,Politics,371.0,-0.019,0.51,,0.0,0.208,3034.0,Fake
1363,Politics,406.0,0.921,2.31,3.0,1.0,0.332,3472.0,Fake
1364,,266.0,0.396,3.98,3.0,0.0,0.254,2138.0,Fake
1365,Politics,272.0,-0.071,,0.0,,0.122,996.0,Real
1366,Entertainment,372.0,-0.442,6.8,0.0,1.0,0.183,391.0,Real
1367,Health,502.0,0.815,3.32,5.0,1.0,0.099,198.0,Fake
1368,Politics,409.0,,7.77,0.0,1.0,0.004,111.0,Real
1369,Economy,595.0,-0.406,5.77,1.0,0.0,0.044,56.0,Real
1370,Sports,292.0,-0.55,4.83,5.0,1.0,0.262,2355.0,Fake
1371,Health,198.0,,5.97,3.0,1.0,0.289,494.0,Fake
1372,Health,,0.461,7.51,0.0,0.0,0.035,33.0,Real
1373,Technology,408.0,0.256,,1.0,1.0,0.034,,Real
1374,Health,,-0.103,4.62,7.0,0.0,0.23,2291.0,Fake
1375,Politics,380.0,0.128,5.28,9.0,1.0,0.177,771.0,Fake
1376,Entertainment,714.0,-0.486,5.01,2.0,1.0,0.128,73.0,Real
1377,Technology,595.0,-0.336,6.95,0.0,1.0,0.095,98.0,Real
1378,Entertainment,318.0,-0.463,,3.0,0.0,0.236,1288.0,Fake
1379,Politics,447.0,0.715,4.87,1.0,1.0,0.234,771.0,Fake
1380,Politics,122.0,0.468,4.41,4.0,0.0,0.276,49.0,Fake
1381,,195.0,-0.36,4.9,2.0,0.0,0.231,824.0,Fake
1382,Technology,250.0,0.901,,2.0,1.0,0.225,2497.0,Fake
1383,Technology,620.0,0.475,6.32,1.0,1.0,0.054,66.0,Real
1384,,,,9.38,0.0,1.0,0.086,145.0,Real
1385,Politics,506.0,0.19,5.3,1.0,1.0,0.056,437.0,Real
1386,Sports,740.0,0.271,4.16,,1.0,0.133,,Fake
1387,Science,597.0,-0.151,6.36,1.0,1.0,0.13,,Real
1388,Politics,217.0,-0.012,4.51,5.0,1.0,0.155,1134.0,Fake
1389,Technology,445.0,-0.079,,3.0,0.0,0.076,560.0,Fake
1390,Entertainment,553.0,0.468,8.08,0.0,1.0,0.076,797.0,Real
1391,Entertainment,147.0,,0.88,5.0,0.0,0.315,2213.0,Fake
1392,Health,174.0,-0.323,,10.0,0.0,0.319,265.0,Fake
1393,Politics,211.0,-0.339,4.7,3.0,0.0,0.439,,Fake
1394,Sports,311.0,0.919,,0.0,0.0,0.268,3424.0,Fake
1395,Entertainment,752.0,-0.396,6.57,1.0,1.0,0.099,2899.0,Real
1396,Entertainment,397.0,0.231,7.25,1.0,1.0,0.096,604.0,Real
1397,Politics,263.0,0.498,3.81,6.0,1.0,0.221,,Fake
1398,Health,,-0.087,1.55,4.0,0.0,0.229,732.0,Fake
1399,Politics,273.0,0.439,,0.0,1.0,0.249,1045.0,Fake
1400,Technology,627.0,,7.03,0.0,1.0,0.008,2016.0,Real
1401,Politics,146.0,,7.25,6.0,0.0,0.199,,Fake
1402,Entertainment,572.0,0.383,,2.0,1.0,0.033,197.0,Real
1403,Politics,313.0,-0.047,4.66,,0.0,0.235,2774.0,Fake
1404,Science,449.0,0.014,5.27,2.0,1.0,0.073,713.0,Real
1405,Health,429.0,0.255,4.27,4.0,1.0,0.235,29.0,Fake
1406,Sports,622.0,,6.84,,1.0,0.107,238.0,Real
1407,Politics,722.0,0.388,6.32,1.0,1.0,0.081,1797.0,Real
1408,Science,432.0,-0.037,3.53,3.0,0.0,0.268,1522.0,Fake
1409,Politics,503.0,0.488,7.66,2.0,1.0,0.148,627.0,Real
1410,Economy,50.0,-0.282,,1.0,1.0,0.126,,Fake
1411,Technology,369.0,0.681,3.86,8.0,0.0,0.244,,Fake
1412,Sports,561.0,-0.462,8.8,0.0,1.0,0.106,1491.0,Real
1413,Economy,,-0.26,4.74,1.0,1.0,0.0,1562.0,Real
1414,Sports,675.0,-0.215,8.33,1.0,1.0,0.099,344.0,Real
1415,Technology,555.0,0.079,4.96,0.0,1.0,0.091,94.0,Real
1416,Technology,732.0,0.44,5.31,,1.0,0.025,2713.0,Real
1417,Sports,402.0,-0.876,4.37,3.0,0.0,0.052,410.0,Fake
1418,Science,308.0,-0.963,1.77,9.0,1.0,0.213,319.0,Fake
1419,Technology,584.0,0.484,6.83,0.0,1.0,0.094,1050.0,Real
1420,Politics,242.0,0.393,4.74,3.0,0.0,0.258,28.0,Fake
1421,Entertainment,597.0,0.103,,0.0,,0.09,200.0,Real
1422,Health,538.0,-0.084,8.65,1.0,1.0,0.005,1238.0,Real
1423,Politics,483.0,-0.709,1.3,4.0,1.0,0.335,3385.0,Fake
1424,Economy,461.0,-0.35,5.75,1.0,1.0,0.0,2797.0,Real
1425,Health,572.0,0.564,,5.0,1.0,0.207,143.0,Fake
1426,Entertainment,275.0,,4.1,4.0,1.0,0.1,1.0,Fake
1427,Politics,716.0,0.136,7.93,0.0,1.0,0.056,489.0,Real
1428,Science,402.0,0.77,4.71,4.0,1.0,0.22,1.0,Fake
1429,Entertainment,438.0,0.042,7.43,0.0,1.0,0.0,393.0,Real
1430,Politics,610.0,-0.411,6.37,0.0,1.0,0.06,670.0,Real
1431,Technology,395.0,0.957,4.41,4.0,0.0,0.194,,Fake
1432,Health,728.0,-0.403,5.43,0.0,1.0,0.041,1426.0,Real
1433,Entertainment,483.0,-0.112,4.85,,1.0,0.048,488.0,Real
1434,Science,463.0,0.746,4.34,5.0,0.0,0.235,2498.0,Fake
1435,,,0.203,8.85,0.0,1.0,0.169,693.0,Real
1436,Health,360.0,0.896,5.16,4.0,1.0,0.136,1439.0,Fake
1437,Sports,784.0,-0.206,5.26,0.0,0.0,0.177,253.0,Real
1438,Entertainment,461.0,-0.904,2.56,6.0,0.0,0.209,4162.0,Fake
1439,Sports,241.0,0.045,5.22,10.0,0.0,,892.0,Fake
1440,Health,,-0.232,2.75,2.0,0.0,0.095,2186.0,Fake
1441,Politics,259.0,-0.632,1.89,,1.0,0.106,366.0,Fake
1442,Entertainment,202.0,-0.002,3.67,3.0,1.0,0.366,28.0,Fake
1443,Health,613.0,-0.439,,0.0,0.0,0.067,637.0,Real
1444,Technology,373.0,0.421,3.92,6.0,0.0,0.227,73.0,Fake
1445,Politics,189.0,0.812,1.97,5.0,,0.431,3289.0,Fake
1446,Politics,489.0,-0.247,7.96,2.0,1.0,0.09,2807.0,Real
1447,Politics,606.0,0.391,,1.0,1.0,0.015,225.0,Real
1448,Economy,718.0,0.333,4.96,1.0,1.0,0.119,540.0,Real
1449,Technology,452.0,0.149,4.7,3.0,1.0,0.415,396.0,Fake
1450,Entertainment,521.0,-0.241,7.02,3.0,1.0,0.042,491.0,Real
1451,Entertainment,533.0,0.256,4.52,6.0,0.0,0.365,2897.0,Fake
1452,Economy,802.0,0.281,6.4,3.0,0.0,0.035,2348.0,Real
1453,Entertainment,156.0,0.737,4.17,2.0,1.0,0.215,331.0,Fake
1454,Technology,649.0,-0.244,7.16,0.0,1.0,0.14,522.0,Real
1455,Entertainment,862.0,-0.064,9.09,0.0,1.0,0.0,529.0,Real
1456,Entertainment,806.0,-0.396,,0.0,1.0,0.111,214.0,Real
1457,Entertainment,422.0,-0.424,0.88,5.0,0.0,0.146,1314.0,Fake
1458,Technology,784.0,0.333,6.18,0.0,1.0,0.089,293.0,Real
1459,,,-0.308,,2.0,0.0,0.111,383.0,Real
1460,Sports,378.0,-0.438,1.52,2.0,1.0,0.204,449.0,Fake
1461,Health,589.0,,5.84,0.0,1.0,0.138,28.0,Real
1462,Technology,357.0,-0.926,3.34,3.0,0.0,0.269,423.0,Fake
1463,Entertainment,548.0,0.209,6.55,1.0,1.0,0.072,224.0,Real
1464,Entertainment,374.0,-0.89,6.22,5.0,0.0,0.352,2086.0,Fake
1465,Technology,556.0,-0.237,8.38,0.0,,0.184,237.0,Real
1466,Health,325.0,-0.375,9.03,1.0,1.0,0.095,388.0,Real
1467,Economy,284.0,0.503,4.16,6.0,1.0,0.34,1491.0,Fake
1468,Technology,692.0,-0.346,6.25,1.0,0.0,0.012,517.0,Real
1469,Entertainment,304.0,0.17,5.11,3.0,0.0,,,Fake
1470,Economy,482.0,0.227,3.28,0.0,1.0,0.089,1294.0,Real
1471,Politics,842.0,-0.115,7.99,0.0,1.0,0.063,596.0,Real
1472,Technology,495.0,0.953,1.78,4.0,0.0,0.199,300.0,Fake
1473,Sports,444.0,,8.42,2.0,1.0,0.114,3100.0,Real
1474,Health,537.0,0.34,8.1,1.0,0.0,0.0,1281.0,Real
1475,Science,575.0,-0.318,6.83,1.0,1.0,0.03,674.0,Real
1476,Entertainment,384.0,0.07,5.34,5.0,0.0,0.17,1125.0,Fake
1477,Technology,,-0.382,4.22,7.0,1.0,0.139,1322.0,Fake
1478,Health,677.0,0.386,7.21,2.0,0.0,0.074,328.0,Real
1479,Health,546.0,-0.146,6.4,1.0,1.0,0.078,1863.0,Real
1480,Entertainment,506.0,0.152,2.35,2.0,0.0,0.371,695.0,Fake
1481,Entertainment,577.0,0.12,7.98,0.0,0.0,0.119,231.0,Real
1482,,721.0,0.475,7.85,0.0,1.0,,2305.0,Real
1483,Politics,198.0,-0.878,4.5,6.0,0.0,0.343,271.0,Fake
1484,Health,507.0,0.099,8.88,1.0,0.0,0.059,669.0,Real
1485,Economy,518.0,-0.482,2.49,3.0,0.0,0.0,1696.0,Fake
1486,Economy,,0.691,3.22,2.0,1.0,0.26,20.0,Fake
1487,Entertainment,177.0,,0.98,5.0,0.0,0.234,1802.0,Fake
1488,Entertainment,308.0,-0.194,5.12,6.0,0.0,0.221,1218.0,Fake
1489,Politics,499.0,-0.806,2.57,5.0,1.0,0.278,,Fake
1490,Entertainment,440.0,-0.79,2.56,,0.0,0.313,1036.0,Fake
1491,Technology,473.0,0.42,7.17,1.0,1.0,0.063,191.0,Real
1492,,607.0,0.092,8.82,,1.0,0.103,440.0,Real
1493,Entertainment,169.0,-0.098,4.52,0.0,1.0,0.384,662.0,Fake
1494,Economy,577.0,0.164,8.5,0.0,0.0,0.11,8.0,Real
1495,Politics,556.0,0.198,7.16,1.0,1.0,0.077,425.0,Real
1496,,520.0,0.309,5.72,2.0,1.0,0.0,2391.0,Real
1497,Health,507.0,,6.83,1.0,1.0,0.06,473.0,Real
1498,Health,456.0,,8.21,0.0,1.0,0.143,379.0,Real
1499,Economy,480.0,-0.244,8.06,0.0,1.0,0.077,632.0,Real
1500,Economy,640.0,0.474,5.3,1.0,1.0,0.081,334.0,Real
1501,Economy,584.0,-0.347,1.81,3.0,1.0,0.229,,Fake
1502,Technology,609.0,0.182,6.53,0.0,1.0,0.112,147.0,Real
1503,Politics,245.0,0.909,5.9,5.0,1.0,0.253,1285.0,Fake
1504,Politics,272.0,-0.107,,3.0,1.0,0.007,699.0,Fake
1505,Entertainment,288.0,-0.372,4.54,6.0,1.0,0.4,3192.0,Fake
1506,Politics,503.0,,7.42,3.0,1.0,0.096,92.0,Real
1507,Politics,345.0,,7.16,2.0,1.0,0.059,407.0,Real
1508,Entertainment,93.0,0.048,3.51,3.0,1.0,0.324,1790.0,Fake
1509,Science,444.0,0.881,1.81,4.0,1.0,0.248,1893.0,Fake
1510,Entertainment,556.0,0.091,6.27,0.0,0.0,0.007,40.0,Real
1511,Politics,,0.105,3.44,7.0,1.0,0.484,664.0,Fake
1512,Technology,333.0,-0.821,,4.0,0.0,0.343,1830.0,Fake
1513,Entertainment,,-0.209,3.71,7.0,0.0,0.273,379.0,Fake
1514,Politics,549.0,-0.039,6.49,2.0,1.0,0.014,546.0,Real
1515,Entertainment,359.0,-0.006,6.78,0.0,0.0,0.044,,Real
1516,Politics,247.0,0.824,5.54,12.0,1.0,0.159,1916.0,Fake
1517,Economy,622.0,-0.468,6.53,0.0,1.0,0.093,34.0,Real
1518,,298.0,-0.24,2.81,2.0,1.0,0.26,776.0,Fake
1519,Politics,656.0,0.358,8.11,,1.0,0.062,217.0,Real
1520,Technology,416.0,-0.819,4.16,1.0,0.0,0.028,3698.0,Fake
1521,Technology,393.0,-0.381,7.91,2.0,,0.189,2216.0,Real
1522,Technology,364.0,0.863,3.8,5.0,0.0,0.244,,Fake
1523,Politics,944.0,-0.249,,2.0,,0.0,352.0,Real
1524,,581.0,-0.181,7.26,0.0,1.0,0.065,106.0,Real
1525,Economy,610.0,-0.002,6.86,1.0,1.0,0.015,1673.0,Real
1526,Economy,331.0,-0.01,,1.0,1.0,0.089,767.0,Real
1527,Health,311.0,-0.126,3.39,3.0,0.0,0.253,,Fake
1528,Politics,751.0,0.359,7.66,1.0,1.0,0.091,479.0,Real
1529,Science,244.0,0.854,3.25,3.0,0.0,0.202,57.0,Fake
1530,Technology,378.0,-0.514,2.98,2.0,0.0,0.108,76.0,Fake
1531,Sports,387.0,0.44,2.85,6.0,0.0,0.009,532.0,Fake
1532,Entertainment,833.0,-0.104,6.16,0.0,1.0,0.038,919.0,Real
1533,Economy,422.0,0.22,,3.0,0.0,0.191,843.0,Fake
1534,Technology,373.0,-0.322,5.16,9.0,0.0,0.094,1053.0,Fake
1535,Technology,554.0,,6.61,0.0,1.0,0.061,958.0,Real
1536,Economy,824.0,,6.55,0.0,0.0,0.155,449.0,Real
1537,Politics,465.0,-0.393,4.09,0.0,1.0,0.126,1344.0,Real
1538,Health,232.0,-0.741,4.89,5.0,0.0,0.161,,Fake
1539,,467.0,0.243,3.28,1.0,0.0,,368.0,Fake
1540,Politics,,0.078,,8.0,0.0,,99.0,Fake
1541,Entertainment,409.0,0.873,3.14,3.0,0.0,0.236,261.0,Fake
1542,Entertainment,716.0,-0.45,5.55,0.0,1.0,0.065,1378.0,Real
1543,Science,324.0,-0.341,5.47,10.0,0.0,0.2,1949.0,Fake
1544,Health,,-0.343,7.76,,1.0,0.118,2521.0,Real
1545,Sports,50.0,-0.931,3.79,4.0,0.0,0.281,874.0,Fake
1546,Economy,290.0,0.469,5.98,5.0,0.0,0.205,559.0,Fake
1547,Technology,373.0,0.946,,5.0,0.0,0.254,1416.0,Fake
1548,Health,,,8.3,0.0,1.0,0.07,2170.0,Real
1549,Sports,238.0,0.377,3.46,8.0,0.0,0.249,978.0,Fake
1550,Health,,-0.034,7.08,0.0,1.0,0.098,1292.0,Real
1551,Entertainment,366.0,0.417,5.06,9.0,0.0,0.222,2066.0,Fake
1552,Health,880.0,0.338,6.37,0.0,1.0,0.088,506.0,Real
1553,Entertainment,244.0,0.345,4.84,5.0,0.0,0.507,2067.0,Fake
1554,Politics,557.0,0.155,6.32,0.0,1.0,0.061,107.0,Real
1555,Health,,0.094,7.51,0.0,1.0,0.073,188.0,Real
1556,Technology,349.0,-0.288,4.05,,1.0,0.145,1241.0,Fake
1557,Technology,760.0,-0.37,7.11,0.0,1.0,0.056,36.0,Real
1558,Sports,289.0,-0.73,1.81,2.0,0.0,0.374,1450.0,Fake
1559,Health,502.0,0.208,4.71,5.0,0.0,0.197,573.0,Fake
1560,Politics,553.0,0.716,2.03,4.0,0.0,0.179,8195.0,Fake
1561,Politics,525.0,0.737,1.89,,1.0,0.293,1899.0,Fake
1562,Economy,112.0,-0.276,3.34,6.0,0.0,0.054,759.0,Fake
1563,Science,203.0,-0.588,3.1,2.0,1.0,0.193,418.0,Fake
1564,Health,281.0,-0.966,1.28,5.0,0.0,0.138,14.0,Fake
1565,Technology,329.0,-0.997,2.89,5.0,1.0,0.139,,Fake
1566,Economy,251.0,-0.348,3.71,6.0,,0.188,551.0,Fake
1567,Politics,534.0,-0.406,9.12,1.0,1.0,0.21,348.0,Real
1568,Health,398.0,0.127,4.57,4.0,0.0,0.142,257.0,Fake
1569,Health,,-0.728,4.91,4.0,1.0,0.264,1243.0,Fake
1570,,322.0,0.31,4.26,6.0,,0.235,1118.0,Fake
1571,Health,170.0,0.093,3.17,5.0,1.0,0.34,1356.0,Fake
1572,Politics,586.0,,6.62,1.0,1.0,0.061,114.0,Real
1573,Technology,183.0,-0.65,2.41,7.0,0.0,0.179,691.0,Fake
1574,Technology,499.0,-0.593,4.32,4.0,,0.289,1085.0,Fake
1575,Health,433.0,0.615,4.91,7.0,0.0,0.414,3423.0,Fake
1576,Politics,616.0,-0.402,7.74,,1.0,0.167,330.0,Real
1577,Health,717.0,0.314,5.15,0.0,1.0,0.104,209.0,Real
1578,Politics,319.0,-0.806,4.53,8.0,1.0,0.395,153.0,Fake
1579,Politics,609.0,0.09,5.49,1.0,,0.115,318.0,Real
1580,Technology,501.0,0.232,3.42,8.0,0.0,0.219,,Fake
1581,Politics,426.0,0.216,5.41,1.0,1.0,0.158,802.0,Real
1582,,,0.348,4.34,3.0,0.0,0.287,3053.0,Fake
1583,Entertainment,664.0,-0.285,8.26,1.0,1.0,0.059,734.0,Real
1584,Entertainment,689.0,-0.117,6.72,1.0,1.0,0.103,1378.0,Real
1585,Politics,553.0,-0.244,5.94,2.0,1.0,,54.0,Real
1586,Economy,445.0,0.85,2.5,3.0,1.0,0.186,,Fake
1587,Entertainment,295.0,0.557,2.36,2.0,1.0,0.36,,Fake
1588,Technology,,0.457,2.84,9.0,1.0,0.181,2395.0,Fake
1589,,630.0,0.35,4.85,1.0,1.0,0.09,169.0,Real
1590,Entertainment,324.0,0.733,2.77,7.0,0.0,0.125,27.0,Fake
1591,Entertainment,717.0,-0.117,7.78,2.0,1.0,0.112,2662.0,Real
1592,Entertainment,975.0,0.037,,1.0,1.0,0.036,915.0,Real
1593,Technology,590.0,0.007,4.71,,1.0,0.035,,Real
1594,Politics,,-0.234,7.2,0.0,1.0,0.057,152.0,Real
1595,Politics,405.0,-0.753,3.78,5.0,1.0,0.215,205.0,Fake
1596,Technology,710.0,0.396,6.52,3.0,1.0,0.111,152.0,Real
1597,Entertainment,627.0,0.159,7.24,0.0,1.0,0.031,,Real
1598,Technology,240.0,-0.301,4.63,3.0,1.0,0.152,732.0,Fake
1599,Health,540.0,0.77,1.48,2.0,0.0,0.427,1433.0,Fake
1600,Economy,684.0,-0.361,5.04,0.0,1.0,0.072,54.0,Real
1601,Entertainment,696.0,0.058,7.47,4.0,,0.106,945.0,Real
1602,Technology,552.0,-0.184,3.18,4.0,0.0,0.231,1.0,Fake
1603,Technology,531.0,0.39,6.24,1.0,1.0,0.091,1199.0,Real
1604,Politics,333.0,-0.944,4.01,2.0,0.0,0.447,582.0,Fake
1605,,286.0,0.048,,6.0,0.0,0.191,350.0,Fake
1606,Health,379.0,-0.069,7.41,1.0,1.0,0.03,95.0,Real
1607,Entertainment,266.0,,3.73,5.0,1.0,0.298,912.0,Fake
1608,Entertainment,50.0,0.768,6.25,0.0,1.0,0.197,959.0,Fake
1609,Entertainment,418.0,-0.921,5.63,7.0,1.0,0.389,3142.0,Fake
1610,Entertainment,271.0,0.849,2.18,6.0,0.0,0.271,442.0,Fake
1611,Health,564.0,0.061,7.33,0.0,1.0,0.0,368.0,Real
1612,Sports,536.0,-0.339,7.86,2.0,1.0,0.071,811.0,Real
1613,Technology,260.0,-0.159,8.13,1.0,1.0,0.13,201.0,Real
1614,Health,734.0,-0.334,6.48,1.0,1.0,0.0,410.0,Real
1615,Entertainment,429.0,-0.677,4.81,1.0,0.0,,,Fake
1616,Technology,756.0,-0.173,6.28,2.0,1.0,0.038,1162.0,Real
1617,Technology,284.0,-0.168,6.32,1.0,1.0,0.148,1027.0,Real
1618,Health,176.0,0.872,2.2,5.0,0.0,0.141,643.0,Fake
1619,Politics,725.0,,9.94,1.0,0.0,0.104,482.0,Real
1620,Health,449.0,0.882,2.5,3.0,1.0,0.177,278.0,Fake
1621,Entertainment,671.0,,7.19,,0.0,,686.0,Real
1622,Health,459.0,0.941,1.34,3.0,1.0,0.328,3279.0,Fake
1623,Health,227.0,0.167,3.31,2.0,0.0,0.263,555.0,Fake
1624,Politics,105.0,-0.698,4.2,8.0,1.0,0.351,1061.0,Fake
1625,Economy,77.0,-0.763,2.56,5.0,0.0,0.117,734.0,Fake
1626,Politics,327.0,-0.192,4.11,6.0,0.0,0.198,348.0,Fake
1627,Politics,864.0,-0.397,7.28,1.0,1.0,0.032,2985.0,Real
1628,Politics,544.0,-0.34,5.05,1.0,1.0,0.006,799.0,Real
1629,Economy,556.0,-0.174,8.66,1.0,1.0,0.065,,Real
1630,Politics,205.0,,5.82,,0.0,0.237,1042.0,Fake
1631,Technology,589.0,0.026,6.21,0.0,1.0,0.048,3377.0,Real
1632,,619.0,0.134,6.96,0.0,1.0,,708.0,Real
1633,Sports,251.0,-0.112,2.72,8.0,1.0,0.361,,Fake
1634,Science,709.0,0.145,6.9,0.0,0.0,0.04,739.0,Real
1635,Economy,476.0,0.409,7.69,2.0,1.0,0.098,408.0,Real
1636,Entertainment,370.0,,5.62,3.0,0.0,,34.0,Fake
1637,Technology,283.0,-0.091,1.7,5.0,0.0,0.472,404.0,Fake
1638,Politics,,-0.299,8.73,0.0,1.0,0.011,401.0,Real
1639,Entertainment,806.0,-0.215,7.5,1.0,1.0,0.105,774.0,Real
1640,Technology,643.0,-0.474,9.02,1.0,1.0,0.105,1616.0,Real
1641,Economy,431.0,-0.131,7.67,1.0,1.0,0.042,357.0,Real
1642,Politics,,0.307,1.76,5.0,1.0,0.183,444.0,Fake
1643,Politics,428.0,-0.667,6.3,8.0,0.0,0.235,880.0,Fake
1644,Economy,218.0,0.468,3.69,10.0,0.0,0.23,265.0,Fake
1645,Technology,317.0,-0.775,4.76,4.0,0.0,0.354,690.0,Fake
1646,Entertainment,414.0,0.833,1.24,3.0,0.0,0.19,,Fake
1647,Health,,-0.816,3.99,7.0,0.0,0.294,6068.0,Fake
1648,Politics,853.0,-0.092,7.62,1.0,0.0,0.116,1833.0,Real
1649,Health,258.0,-0.785,5.4,5.0,0.0,,3564.0,Fake
1650,,667.0,0.354,5.36,0.0,1.0,0.0,78.0,Real
1651,Health,411.0,0.198,7.02,1.0,1.0,0.074,1243.0,Real
1652,Economy,,0.003,7.4,1.0,1.0,,3154.0,Real
1653,Sports,453.0,-0.537,2.72,3.0,1.0,0.152,1867.0,Fake
1654,Technology,482.0,0.106,6.4,2.0,1.0,0.209,25.0,Real
1655,Politics,521.0,-0.161,7.24,2.0,1.0,0.0,77.0,Real
1656,Health,295.0,-0.421,4.37,4.0,1.0,0.175,,Fake
1657,Technology,215.0,-0.702,,6.0,0.0,0.414,2198.0,Fake
1658,Health,540.0,0.169,7.92,1.0,1.0,0.07,482.0,Real
1659,Entertainment,713.0,-0.317,6.92,1.0,1.0,0.088,922.0,Real
1660,Entertainment,367.0,0.236,1.84,3.0,0.0,0.347,253.0,Fake
1661,Politics,442.0,-0.462,9.22,2.0,0.0,0.173,1384.0,Real
1662,Entertainment,484.0,0.043,7.78,0.0,0.0,0.106,722.0,Real
1663,Technology,,-0.589,2.95,4.0,0.0,0.257,98.0,Fake
1664,Entertainment,187.0,-0.155,2.5,2.0,0.0,0.166,93.0,Fake
1665,Politics,630.0,,9.24,1.0,1.0,0.109,440.0,Real
1666,Technology,587.0,,8.08,2.0,1.0,0.197,942.0,Real
1667,Politics,485.0,-0.689,,4.0,0.0,0.597,266.0,Fake
1668,Sports,417.0,0.21,7.07,0.0,1.0,0.028,1174.0,Real
1669,Technology,576.0,0.004,,0.0,1.0,0.113,,Real
1670,Politics,286.0,0.533,5.42,2.0,1.0,0.045,656.0,Fake
1671,Health,650.0,-0.162,9.22,0.0,1.0,0.099,169.0,Real
1672,Health,,,3.77,6.0,1.0,0.209,883.0,Fake
1673,Health,708.0,-0.328,4.97,2.0,1.0,0.044,180.0,Real
1674,Health,658.0,-0.256,6.39,0.0,0.0,0.045,815.0,Real
1675,Science,665.0,0.119,6.77,4.0,1.0,0.089,,Real
1676,Health,897.0,-0.401,6.19,0.0,1.0,0.073,1285.0,Real
1677,Economy,461.0,0.397,6.4,0.0,1.0,0.065,217.0,Real
1678,Technology,375.0,-0.397,5.16,6.0,1.0,0.36,318.0,Fake
1679,Politics,203.0,0.7,4.13,6.0,1.0,0.355,794.0,Fake
1680,Politics,763.0,0.347,8.32,0.0,1.0,0.0,608.0,Real
1681,Economy,370.0,-0.405,1.69,,1.0,0.12,2353.0,Fake
1682,Entertainment,343.0,-0.032,,1.0,0.0,0.255,1210.0,Fake
1683,Politics,,0.765,5.77,4.0,0.0,0.027,1112.0,Fake
1684,Health,447.0,0.617,,2.0,1.0,0.136,206.0,Fake
1685,Politics,610.0,0.034,6.4,0.0,0.0,0.009,9.0,Real
1686,Economy,623.0,-0.17,2.43,4.0,0.0,0.192,2317.0,Fake
1687,,274.0,-0.476,3.74,7.0,0.0,0.129,477.0,Fake
1688,Politics,239.0,-0.235,4.83,8.0,1.0,,1339.0,Fake
1689,Politics,428.0,0.092,4.55,5.0,0.0,,9271.0,Fake
1690,Politics,591.0,-0.836,2.62,1.0,0.0,0.248,6414.0,Fake
1691,Sports,655.0,-0.259,6.0,2.0,0.0,0.11,239.0,Real
1692,Politics,434.0,0.78,,6.0,0.0,,91.0,Fake
1693,Politics,328.0,-0.119,1.3,3.0,0.0,,610.0,Fake
1694,Technology,69.0,0.945,6.11,2.0,1.0,0.266,744.0,Fake
1695,Entertainment,487.0,-0.468,7.18,2.0,1.0,0.202,1162.0,Real
1696,Technology,451.0,0.182,5.18,0.0,1.0,0.11,2432.0,Real
1697,Politics,351.0,0.217,,6.0,0.0,0.149,,Fake
1698,Politics,165.0,-0.981,4.62,3.0,0.0,0.345,173.0,Fake
1699,Entertainment,511.0,0.493,6.85,2.0,1.0,0.005,58.0,Real
1700,Politics,442.0,0.488,7.54,1.0,0.0,0.044,134.0,Real
1701,Politics,580.0,0.38,7.81,1.0,1.0,0.062,396.0,Real
1702,Technology,472.0,-0.128,7.28,1.0,1.0,0.035,107.0,Real
1703,Entertainment,471.0,-0.592,2.31,3.0,0.0,0.272,1348.0,Fake
1704,Health,507.0,-0.252,7.34,1.0,1.0,0.011,702.0,Real
1705,Health,289.0,-0.993,4.96,2.0,0.0,0.357,519.0,Fake
1706,Technology,184.0,0.594,3.1,5.0,0.0,0.14,348.0,Fake
